status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_original,combined_group,sample_weight,personal_status_sex_age_combined
no checking account,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,Early-Middle,none,own,2,skilled employee/official,1,no,yes,1,34,female : divorced/separated/married_Early-Middle,0.75,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,24,critical account/other credits existing,radio/television,4736,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,car or other,Young,bank,own,1,unskilled - resident,1,no,yes,0,25,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,Young,none,own,1,skilled employee/official,1,no,yes,1,25,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,11,existing credits paid back duly till now,others,2142,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,Young,none,own,1,skilled employee/official,1,yes,yes,1,28,male : divorced/separated_Young,0.8333333333333334,male : divorced/separated_Young
... < 100 DM,24,all credits at this bank paid back duly,others,3161,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,Early-Middle,none,rent,1,skilled employee/official,1,yes,yes,0,31,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,furniture/equipment,18424,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Early-Middle,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,0,32,female : divorced/separated/married_Early-Middle,1.5,female : divorced/separated/married_Early-Middle
no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,Early-Middle,none,own,1,skilled employee/official,2,no,yes,1,32,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,6,existing credits paid back duly till now,car (new),14896,... < 100 DM,... >= 7 years,1,male : single,none,4,unknown/no property,Late-Career,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,68,male : single_Late-Career,1.6538461538461535,male : single_Late-Career
... < 100 DM,24,existing credits paid back duly till now,radio/television,2359,100 <= ... < 500 DM,unemployed,1,male : divorced/separated,none,1,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,0,33,male : divorced/separated_Early-Middle,1.05,male : divorced/separated_Early-Middle
... < 100 DM,24,existing credits paid back duly till now,radio/television,3345,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,Early-Middle,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,39,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,18,critical account/other credits existing,radio/television,1817,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown/no property,Young,none,own,2,skilled employee/official,1,no,yes,1,28,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
no checking account,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,37,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,no,yes,0,22,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,2,yes,yes,1,30,male : single_Young,0.7429906542056075,male : single_Young
... < 100 DM,24,all credits at this bank paid back duly,radio/television,6872,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,Mid-Career,bank,own,1,skilled employee/official,1,yes,yes,0,55,male : divorced/separated_Mid-Career,1.5,male : divorced/separated_Mid-Career
... < 100 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year,4,male : single,none,2,car or other,Mid-Career,bank,own,2,skilled employee/official,1,yes,yes,0,46,male : single_Mid-Career,1.875,male : single_Mid-Career
... < 100 DM,18,critical account/other credits existing,radio/television,1049,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,Young,none,rent,1,skilled employee/official,1,no,yes,1,21,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,Early-Middle,stores,for free,3,skilled employee/official,2,yes,yes,0,39,male : single_Early-Middle,2.344444444444445,male : single_Early-Middle
no checking account,30,existing credits paid back duly till now,domestic appliances,1867,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,Late-Career,none,own,1,skilled employee/official,1,yes,yes,1,58,male : single_Late-Career,0.7166666666666667,male : single_Late-Career
... < 100 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,Mid-Career,none,own,2,unskilled - resident,2,no,yes,1,43,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,24,existing credits paid back duly till now,radio/television,1747,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/life insurance,Young,none,own,1,unskilled - resident,1,no,no,1,24,male : single_Young,0.7429906542056075,male : single_Young
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1670,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,0,22,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
no checking account,9,critical account/other credits existing,car (new),1224,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,Young,none,own,2,skilled employee/official,1,no,yes,1,30,male : single_Young,0.7429906542056075,male : single_Young
no checking account,12,critical account/other credits existing,domestic appliances,522,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,Mid-Career,none,own,2,skilled employee/official,2,yes,yes,1,42,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1498,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,1,23,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
0 <= ... < 200 DM,30,delay in paying off in the past,domestic appliances,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown/no property,Young,stores,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,0,30,male : single_Young,1.5288461538461535,male : single_Young
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,domestic appliances,745,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,Young,none,own,1,unskilled - resident,1,no,yes,0,28,female : divorced/separated/married_Young,1.2133333333333334,female : divorced/separated/married_Young
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,2063,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,Young,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,30,male : married/widowed_Young,0.6976744186046512,male : married/widowed_Young
0 <= ... < 200 DM,60,existing credits paid back duly till now,retraining,6288,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,Mid-Career,none,for free,1,skilled employee/official,1,no,yes,0,42,male : single_Mid-Career,1.875,male : single_Mid-Career
no checking account,24,critical account/other credits existing,car (used),6842,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,Mid-Career,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,1,46,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,12,existing credits paid back duly till now,car (new),3527,unknown/no savings account,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,Mid-Career,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,45,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
no checking account,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,Early-Middle,none,own,1,unskilled - resident,2,no,no,1,31,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,24,existing credits paid back duly till now,radio/television,929,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,2,car or other,Early-Middle,stores,own,1,skilled employee/official,1,yes,yes,1,31,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,4,critical account/other credits existing,car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,Mid-Career,none,own,3,unskilled - resident,2,no,yes,1,42,male : single_Mid-Career,0.6818181818181818,male : single_Mid-Career
... < 100 DM,15,existing credits paid back duly till now,radio/television,1845,... < 100 DM,... < 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/life insurance,Mid-Career,none,rent,1,skilled employee/official,1,no,yes,1,46,female : divorced/separated/married_Mid-Career,0.6363636363636364,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,car (new),8358,500 <= ... < 1000 DM,... < 1 year,1,female : divorced/separated/married,none,1,car or other,Young,none,own,2,skilled employee/official,1,no,yes,1,30,female : divorced/separated/married_Young,0.8504672897196262,female : divorced/separated/married_Young
... < 100 DM,24,all credits at this bank paid back duly,radio/television,3349,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,4,unknown/no property,Young,none,for free,1,skilled employee/official,2,yes,yes,0,30,male : single_Young,1.5288461538461535,male : single_Young
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/no savings account,unemployed,4,male : single,none,4,unknown/no property,Early-Middle,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,38,male : single_Early-Middle,0.6355421686746988,male : single_Early-Middle
no checking account,18,existing credits paid back duly till now,radio/television,1533,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/life insurance,Mid-Career,none,own,1,unskilled - resident,2,no,yes,0,43,male : married/widowed_Mid-Career,1.8333333333333333,male : married/widowed_Mid-Career
