status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,age_original,credit_risk,personal_status_sex_age_combined
... < 100 DM,48,existing credits paid back duly till now,car (new),3929,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,Late-Career,bank,for free,1,skilled employee/official,1,no,yes,45,0,male : married/widowed_Late-Career
... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,radio/television,538,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,25,0,female : divorced/separated/married_Young
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),1308,500 <= ... < 1000 DM,... >= 7 years,3,male : married/widowed,guarantor,3,building society savings agreement/life insurance,Young,none,own,1,unemployed/unskilled - non-resident,1,no,yes,26,0,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,car (new),9339,... < 100 DM,... >= 7 years,1,male : married/widowed,none,2,car or other,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,26,0,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,36,delay in paying off in the past,car (new),8104,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,Mid-Career,none,for free,3,management/self-employed/highly qualified employee/officer,1,no,yes,42,0,male : single_Mid-Career
0 <= ... < 200 DM,19,delay in paying off in the past,others,1926,500 <= ... < 1000 DM,... < 1 year,4,female : divorced/separated/married,none,3,real estate,Mid-Career,none,own,1,skilled employee/official,1,no,yes,27,0,female : divorced/separated/married_Mid-Career
0 <= ... < 200 DM,11,delay in paying off in the past,radio/television,1126,100 <= ... < 500 DM,... >= 7 years,4,female : divorced/separated/married,none,3,car or other,Mid-Career,none,own,1,unemployed/unskilled - non-resident,1,no,yes,29,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,16,existing credits paid back duly till now,car (new),1346,... < 100 DM,... < 1 year,3,male : divorced/separated,none,3,car or other,Late-Career,none,own,1,skilled employee/official,1,yes,yes,29,0,male : divorced/separated_Late-Career
... < 100 DM,17,all credits at this bank paid back duly,car (new),1653,100 <= ... < 500 DM,... >= 7 years,4,male : married/widowed,none,2,building society savings agreement/life insurance,Early-Middle,none,own,1,unemployed/unskilled - non-resident,1,no,yes,34,0,male : married/widowed_Early-Middle
0 <= ... < 200 DM,59,all credits at this bank paid back duly,furniture/equipment,14759,... >= 1000 DM,... >= 7 years,2,female : divorced/separated/married,none,3,real estate,Late-Career,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,57,0,female : divorced/separated/married_Late-Career
... < 100 DM,39,existing credits paid back duly till now,car (used),3971,... < 100 DM,... < 1 year,3,male : single,none,2,car or other,Early-Middle,none,own,1,skilled employee/official,1,no,yes,35,0,male : single_Early-Middle
0 <= ... < 200 DM,56,existing credits paid back duly till now,car (new),14065,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,Mid-Career,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,male : single_Mid-Career
0 <= ... < 200 DM,7,all credits at this bank paid back duly,car (used),937,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,Early-Middle,none,own,1,unemployed/unskilled - non-resident,1,no,yes,30,0,female : divorced/separated/married_Early-Middle
... < 100 DM,13,existing credits paid back duly till now,car (used),3379,... < 100 DM,... >= 7 years,3,male : single,none,3,real estate,Early-Middle,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,35,0,male : single_Early-Middle
... < 100 DM,40,delay in paying off in the past,domestic appliances,4393,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Young,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,26,0,male : single_Young
0 <= ... < 200 DM,47,existing credits paid back duly till now,domestic appliances,10972,... < 100 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,Young,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,27,0,male : single_Young
... < 100 DM,18,existing credits paid back duly till now,radio/television,2471,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,no,yes,24,0,male : single_Young
... >= 200 DM / salary for at least 1 year,43,critical account/other credits existing,radio/television,5125,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,2,building society savings agreement/life insurance,Young,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,29,0,male : divorced/separated_Young
... >= 200 DM / salary for at least 1 year,16,critical account/other credits existing,domestic appliances,1551,... < 100 DM,... >= 7 years,4,male : single,guarantor,4,real estate,Mid-Career,bank,for free,1,skilled employee/official,1,no,yes,42,0,male : single_Mid-Career
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1311,500 <= ... < 1000 DM,... >= 7 years,4,male : single,guarantor,3,building society savings agreement/life insurance,Mid-Career,none,own,1,unemployed/unskilled - non-resident,1,no,yes,27,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,684,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,3,car or other,Mid-Career,bank,own,1,unskilled - resident,1,no,yes,28,0,male : married/widowed_Mid-Career
... < 100 DM,12,critical account/other credits existing,car (new),694,... < 100 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,Early-Middle,none,own,1,skilled employee/official,1,no,yes,39,0,male : single_Early-Middle
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,repairs,1133,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,Early-Middle,none,for free,1,skilled employee/official,1,no,yes,32,0,male : divorced/separated_Early-Middle
... < 100 DM,44,existing credits paid back duly till now,car (used),4602,... < 100 DM,... >= 7 years,2,male : single,none,3,real estate,Mid-Career,none,for free,2,management/self-employed/highly qualified employee/officer,1,no,yes,28,0,male : single_Mid-Career
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1385,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,Mid-Career,none,own,1,skilled employee/official,1,no,yes,26,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,21,all credits at this bank paid back duly,car (used),1538,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,3,building society savings agreement/life insurance,Late-Career,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,27,0,male : single_Late-Career
... < 100 DM,41,critical account/other credits existing,retraining,6050,... < 100 DM,... >= 7 years,4,male : single,none,3,unknown/no property,Mid-Career,bank,for free,1,skilled employee/official,1,no,yes,32,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,24,delay in paying off in the past,domestic appliances,6804,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,3,building society savings agreement/life insurance,Late-Career,none,own,1,skilled employee/official,1,no,yes,54,0,male : single_Late-Career
... >= 200 DM / salary for at least 1 year,24,critical account/other credits existing,education,4774,... < 100 DM,... >= 7 years,2,male : divorced/separated,guarantor,3,building society savings agreement/life insurance,Late-Career,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,27,0,male : divorced/separated_Late-Career
0 <= ... < 200 DM,32,critical account/other credits existing,domestic appliances,11814,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,co-applicant,3,car or other,Late-Career,bank,own,2,skilled employee/official,1,no,yes,33,0,male : divorced/separated_Late-Career
... < 100 DM,19,existing credits paid back duly till now,car (new),1288,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,2,real estate,Late-Career,none,rent,1,skilled employee/official,1,no,yes,29,0,female : divorced/separated/married_Late-Career
... >= 200 DM / salary for at least 1 year,16,delay in paying off in the past,domestic appliances,2579,... >= 1000 DM,... < 1 year,4,male : single,none,1,real estate,Early-Middle,bank,own,1,unskilled - resident,2,no,yes,36,0,male : single_Early-Middle
... < 100 DM,14,critical account/other credits existing,car (new),2605,... < 100 DM,... < 1 year,2,male : single,guarantor,2,building society savings agreement/life insurance,Late-Career,bank,own,1,skilled employee/official,1,no,yes,38,0,male : single_Late-Career
... < 100 DM,24,delay in paying off in the past,car (used),4795,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,co-applicant,3,building society savings agreement/life insurance,Early-Middle,bank,own,1,skilled employee/official,1,no,yes,29,0,male : married/widowed_Early-Middle
... < 100 DM,20,delay in paying off in the past,furniture/equipment,1216,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,real estate,Late-Career,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,43,0,male : married/widowed_Late-Career
... < 100 DM,8,critical account/other credits existing,education,3384,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,4,real estate,Late-Career,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,40,0,male : divorced/separated_Late-Career
no checking account,14,delay in paying off in the past,others,2186,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,car or other,Young,bank,own,1,skilled employee/official,1,no,yes,26,0,male : married/widowed_Young
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,others,2263,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,Late-Career,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,53,0,male : single_Late-Career
... < 100 DM,33,delay in paying off in the past,education,4345,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,car or other,Late-Career,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,30,0,male : married/widowed_Late-Career
0 <= ... < 200 DM,34,existing credits paid back duly till now,repairs,1820,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,3,real estate,Early-Middle,none,for free,1,skilled employee/official,1,yes,yes,35,0,male : married/widowed_Early-Middle
... < 100 DM,33,delay in paying off in the past,car (used),6279,... < 100 DM,... >= 7 years,4,male : single,none,3,car or other,Mid-Career,none,for free,2,skilled employee/official,1,yes,yes,38,0,male : single_Mid-Career
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,education,738,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,2,car or other,Mid-Career,bank,own,1,unskilled - resident,1,no,yes,31,0,female : divorced/separated/married_Mid-Career
... >= 200 DM / salary for at least 1 year,18,delay in paying off in the past,car (new),2256,... >= 1000 DM,... < 1 year,3,female : divorced/separated/married,guarantor,2,building society savings agreement/life insurance,Late-Career,bank,own,2,skilled employee/official,1,no,no,30,0,female : divorced/separated/married_Late-Career
... < 100 DM,20,existing credits paid back duly till now,car (new),1281,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,real estate,Early-Middle,none,own,1,skilled employee/official,1,no,yes,33,0,female : divorced/separated/married_Early-Middle
0 <= ... < 200 DM,35,delay in paying off in the past,radio/television,3349,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,Young,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,28,0,female : divorced/separated/married_Young
... < 100 DM,12,existing credits paid back duly till now,car (used),674,... >= 1000 DM,4 <= ... < 7 years,3,male : married/widowed,none,1,building society savings agreement/life insurance,Young,bank,own,1,skilled employee/official,1,no,yes,20,0,male : married/widowed_Young
... < 100 DM,36,delay in paying off in the past,car (new),9351,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,Young,none,own,1,skilled employee/official,1,yes,yes,24,0,male : single_Young
